CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,Full Name
16614,MS.,ALISON,SHEN,9/22/1973,M,F,alison1@adventure-works.com,"$80,000 ",0,Bachelors,Professional,Y,ALISON  SHEN
16615,MS.,KAITLIN,PATEL,02-08-1973,S,F,kaitlin3@adventure-works.com,"$80,000 ",0,Bachelors,Professional,N,KAITLIN  PATEL
16616,MR.,KELVIN,LIANG,06-06-1974,S,M,kelvin35@adventure-works.com,"$90,000 ",0,Bachelors,Professional,N,KELVIN  LIANG
16617,MR.,ALVIN,XIE,02-06-1974,M,M,alvin25@adventure-works.com,"$100,000 ",0,High School,Management,Y,ALVIN  XIE
16618,MS.,CASSANDRA,SUBRAM,6/17/1974,M,F,cassandra14@adventure-works.com,"$110,000 ",0,Partial College,Management,Y,CASSANDRA  SUBRAM
16619,MRS.,WHITNEY,PEREZ,05-05-1974,M,F,whitney20@adventure-works.com,"$120,000 ",5,Partial High School,Professional,N,WHITNEY  PEREZ
16620,MR.,CAMERON,THOMPSON,5/16/1973,M,M,cameron33@adventure-works.com,"$90,000 ",0,Bachelors,Professional,Y,CAMERON  THOMPSON
16621,MS.,BIRGIT,SEIDEL,3/16/1973,M,F,birgit0@adventure-works.com,"$100,000 ",0,High School,Management,N,BIRGIT  SEIDEL
16622,MR.,BYRON,NAVARRO,5/15/1973,S,M,byron6@adventure-works.com,"$100,000 ",0,High School,Management,Y,BYRON  NAVARRO
16623,MR.,ANDRES,LAL,09-04-1973,S,M,andres5@adventure-works.com,"$150,000 ",5,Bachelors,Professional,Y,ANDRES  LAL
16624,MR.,ALBERT,ALVAREZ,7/27/1972,S,M,albert7@adventure-works.com,"$90,000 ",0,Bachelors,Professional,N,ALBERT  ALVAREZ
16625,MR.,GRANT,DENG,5/22/1972,M,M,grant3@adventure-works.com,"$100,000 ",0,High School,Management,N,GRANT  DENG
16626,,NATHANIEL,MORGAN,7/18/1972,S,NA,nathaniel14@adventure-works.com,"$100,000 ",0,High School,Management,Y,NATHANIEL  MORGAN
16627,MS.,CLAUDIA,CHEN,5/27/1971,M,F,claudia1@adventure-works.com,"$80,000 ",0,Bachelors,Professional,Y,CLAUDIA  CHEN
16628,MR.,FRANCISCO,PRASAD,4/19/1971,S,M,francisco10@adventure-works.com,"$80,000 ",0,Bachelors,Professional,N,FRANCISCO  PRASAD
16629,MS.,ROSA,ZHENG,9/13/1972,S,F,rosa19@adventure-works.com,"$110,000 ",0,High School,Management,Y,ROSA  ZHENG
16630,MR.,JAIME,SUTTON,07-11-1972,M,M,jaime28@adventure-works.com,"$110,000 ",0,High School,Management,Y,JAIME  SUTTON
16631,MS.,HALEY,WARD,3/20/1971,S,F,haley13@adventure-works.com,"$90,000 ",0,Bachelors,Professional,Y,HALEY  WARD
16632,MR.,RUBEN,ROMERO,5/17/1971,S,M,ruben32@adventure-works.com,"$100,000 ",0,High School,Management,Y,RUBEN  ROMERO
16633,MS.,KELLI,BECKER,12/26/1971,M,F,kelli43@adventure-works.com,"$100,000 ",0,High School,Management,Y,KELLI  BECKER
16634,MS.,JENNY,HU,2/16/1970,M,F,jenny22@adventure-works.com,"$90,000 ",0,Bachelors,Professional,Y,JENNY  HU
16635,MR.,ERICK,SURI,2/14/1970,M,M,erick0@adventure-works.com,"$100,000 ",0,Partial High School,Professional,Y,ERICK  SURI
16636,MR.,DANNY,GOMEZ,8/26/1970,M,M,danny1@adventure-works.com,"$110,000 ",0,High School,Management,Y,DANNY  GOMEZ
16638,MR.,DENNIS,YE,08-11-1971,M,M,dennis11@adventure-works.com,"$110,000 ",0,Partial High School,Professional,Y,DENNIS  YE
16639,MS.,RENEE,ROMERO,07-11-1971,S,F,renee8@adventure-works.com,"$110,000 ",0,Partial High School,Professional,Y,RENEE  ROMERO
16640,MR.,COLIN,LAL,06-03-1971,M,M,colin32@adventure-works.com,"$130,000 ",0,Partial High School,Management,N,COLIN  LAL
16641,MRS.,JULIA,BAILEY,5/17/1941,S,F,julia52@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y,JULIA  BAILEY
16642,MR.,MASON,MITCHELL,11-07-1941,S,M,mason32@adventure-works.com,"$130,000 ",2,Bachelors,Management,N,MASON  MITCHELL
16643,MR.,FERNANDO,WILSON,7/19/1941,S,M,fernando7@adventure-works.com,"$170,000 ",1,Graduate Degree,Management,N,FERNANDO  WILSON
16644,MR.,LEONARD,GOEL,12/23/1941,M,M,leonard21@adventure-works.com,"$170,000 ",1,Graduate Degree,Management,Y,LEONARD  GOEL
16645,MRS.,CHELSEA,SUBRAM,10/18/1942,M,F,chelsea14@adventure-works.com,"$80,000 ",5,Bachelors,Management,Y,CHELSEA  SUBRAM
16646,MR.,XAVIER,COLLINS,10/25/1942,M,M,xavier42@adventure-works.com,"$100,000 ",2,Graduate Degree,Management,Y,XAVIER  COLLINS
16647,MRS.,ANNA,ALEXANDER,10/18/1942,M,F,anna44@adventure-works.com,"$120,000 ",2,Graduate Degree,Management,Y,ANNA  ALEXANDER
16648,MRS.,RACHEL,COLEMAN,6/26/1942,M,F,rachel53@adventure-works.com,"$130,000 ",2,Bachelors,Management,Y,RACHEL  COLEMAN
16649,MRS.,MAKAYLA,STEWART,02-07-1943,M,F,makayla18@adventure-works.com,"$110,000 ",2,Bachelors,Management,Y,MAKAYLA  STEWART
16650,MRS.,KAITLYN,GREEN,09-03-1943,M,F,kaitlyn12@adventure-works.com,"$120,000 ",2,Graduate Degree,Management,Y,KAITLYN  GREEN
16651,MRS.,ABIGAIL,MARTINEZ,9/26/1943,M,F,abigail58@adventure-works.com,"$120,000 ",2,Bachelors,Management,Y,ABIGAIL  MARTINEZ
16652,MS.,NICOLE,RICHARDSON,08-06-1973,M,F,nicole36@adventure-works.com,"$60,000 ",0,Partial College,Skilled Manual,Y,NICOLE  RICHARDSON
16653,MS.,ISABELLA,PHILLIPS,4/16/1973,M,F,isabella36@adventure-works.com,"$70,000 ",0,Partial College,Professional,Y,ISABELLA  PHILLIPS
16654,MS.,HEATHER,ZHANG,3/18/1973,M,F,heather0@adventure-works.com,"$70,000 ",0,Partial College,Professional,Y,HEATHER  ZHANG
16655,MS.,DESTINY,TAYLOR,3/26/1976,M,F,destiny9@adventure-works.com,"$60,000 ",0,Partial College,Professional,Y,DESTINY  TAYLOR
16656,MR.,RONNIE,ZHANG,05-10-1955,M,M,ronnie0@adventure-works.com,"$80,000 ",2,High School,Skilled Manual,N,RONNIE  ZHANG
16657,MR.,ALVIN,SHE,3/21/1955,M,M,alvin22@adventure-works.com,"$80,000 ",2,High School,Skilled Manual,N,ALVIN  SHE
16658,MRS.,ASHLEE,RAJE,4/15/1955,S,F,ashlee20@adventure-works.com,"$80,000 ",2,High School,Skilled Manual,Y,ASHLEE  RAJE
16659,MRS.,EMILY,JONES,12-03-1955,S,F,emily3@adventure-works.com,"$80,000 ",2,High School,Skilled Manual,Y,EMILY  JONES
16660,MR.,LEE,BLANCO,06-03-1956,S,M,lee14@adventure-works.com,"$70,000 ",2,High School,Skilled Manual,N,LEE  BLANCO
16661,MR.,SHANE,RAMAN,4/15/1956,S,M,shane15@adventure-works.com,"$70,000 ",2,High School,Skilled Manual,Y,SHANE  RAMAN
16662,MRS.,STACEY,GAO,03-08-1957,S,F,stacey16@adventure-works.com,"$70,000 ",2,High School,Professional,N,STACEY  GAO
16663,MRS.,ROSA,LU,10-09-1957,S,F,rosa12@adventure-works.com,"$70,000 ",2,High School,Professional,N,ROSA  LU
16664,MS.,SOPHIA,NELSON,6/17/1958,M,F,sophia8@adventure-works.com,"$130,000 ",0,Graduate Degree,Management,Y,SOPHIA  NELSON
16665,MS.,LINDA,SUAREZ,6/25/1958,S,F,linda34@adventure-works.com,"$130,000 ",0,Graduate Degree,Management,N,LINDA  SUAREZ
16666,MS.,TAYLOR,TORRES,04-09-1973,S,F,taylor16@adventure-works.com,"$80,000 ",0,Bachelors,Management,N,TAYLOR  TORRES
16667,MS.,ALLISON,SANCHEZ,11-05-1974,S,F,allison25@adventure-works.com,"$30,000 ",0,High School,Professional,Y,ALLISON  SANCHEZ
16668,MR.,LEVI,MALHOTRA,7/18/1974,S,M,levi4@adventure-works.com,"$30,000 ",0,High School,Professional,N,LEVI  MALHOTRA
16669,MR.,BENJAMIN,MARTINEZ,3/24/1974,S,M,benjamin54@adventure-works.com,"$60,000 ",0,Partial College,Professional,Y,BENJAMIN  MARTINEZ
16670,MS.,SARAH,WHITE,7/18/1974,S,F,sarah15@adventure-works.com,"$60,000 ",0,Partial College,Professional,N,SARAH  WHITE
16671,MS.,MEGAN,WOOD,8/25/1974,S,F,megan52@adventure-works.com,"$60,000 ",0,Partial College,Professional,Y,MEGAN  WOOD
16672,MS.,NICOLE,MARTINEZ,6/28/1974,S,F,nicole17@adventure-works.com,"$60,000 ",0,Partial College,Professional,Y,NICOLE  MARTINEZ
16673,MR.,CURTIS,GUO,05-08-1974,S,M,curtis14@adventure-works.com,"$60,000 ",0,Partial College,Professional,N,CURTIS  GUO
16674,MR.,RICARDO,YUAN,11/13/1959,M,M,ricardo6@adventure-works.com,"$130,000 ",0,Graduate Degree,Management,Y,RICARDO  YUAN
16675,MS.,KRISTI,ARTHUR,6/17/1959,S,F,kristi23@adventure-works.com,"$160,000 ",0,Graduate Degree,Management,N,KRISTI  ARTHUR
16676,,AMANDA,PERRY,3/26/1966,M,NA,amanda29@adventure-works.com,"$130,000 ",0,Graduate Degree,Management,Y,AMANDA  PERRY
16677,MR.,JACK,HUGHES,8/14/1966,M,M,jack11@adventure-works.com,"$130,000 ",0,Graduate Degree,Management,Y,JACK  HUGHES
16678,MR.,IAN,RAMIREZ,10/15/1957,M,M,ian73@adventure-works.com,"$70,000 ",2,Partial High School,Skilled Manual,Y,IAN  RAMIREZ
16679,MS.,AMBER,CARTER,10-05-1963,S,F,amber10@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N,AMBER  CARTER
16680,MR.,CARLOS,EDWARDS,3/16/1963,M,M,carlos27@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N,CARLOS  EDWARDS
16681,MR.,LOUIS,CHANDE,3/15/1967,S,M,louis31@adventure-works.com,"$80,000 ",5,Bachelors,Professional,Y,LOUIS  CHANDE
16682,MRS.,KRISTY,RAMOS,07-09-1967,M,F,kristy15@adventure-works.com,"$90,000 ",4,Bachelors,Professional,Y,KRISTY  RAMOS
16683,MRS.,CHRISTY,RAI,03-05-1967,M,F,christy35@adventure-works.com,"$90,000 ",4,Bachelors,Professional,Y,CHRISTY  RAI
16684,MR.,JOEL,PEREZ,11/18/1962,M,M,joel20@adventure-works.com,"$60,000 ",1,Bachelors,Professional,Y,JOEL  PEREZ
16685,MRS.,ROBIN,DOMINGUEZ,6/13/1962,S,F,robin9@adventure-works.com,"$60,000 ",1,Bachelors,Professional,Y,ROBIN  DOMINGUEZ
16686,MRS.,KRISTINE,ALONSO,7/15/1962,M,F,kristine9@adventure-works.com,"$60,000 ",1,Bachelors,Professional,Y,KRISTINE  ALONSO
16687,MR.,LAWRENCE,ROMERO,04-11-1961,S,M,lawrence7@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,N,LAWRENCE  ROMERO
16688,MRS.,TABITHA,GOMEZ,10-04-1961,S,F,tabitha20@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,N,TABITHA  GOMEZ
16689,MR.,RAFAEL,SHEN,09-03-1961,M,M,rafael25@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y,RAFAEL  SHEN
16690,MS.,AIMEE,WU,11-02-1966,M,F,aimee6@adventure-works.com,"$110,000 ",0,Graduate Degree,Management,Y,AIMEE  WU
16691,MS.,PAULA,ROMERO,11-06-1966,S,F,paula12@adventure-works.com,"$110,000 ",0,Graduate Degree,Management,N,PAULA  ROMERO
16692,MR.,JAY,DIAZ,4/17/1960,M,M,jay32@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y,JAY  DIAZ
16693,MR.,ETHAN,COLEMAN,7/23/1960,M,M,ethan2@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y,ETHAN  COLEMAN
16694,MRS.,MANDY,SUN,05-10-1960,M,F,mandy15@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y,MANDY  SUN
16695,MR.,DWAYNE,SERRANO,4/27/1959,M,M,dwayne15@adventure-works.com,"$90,000 ",1,Bachelors,Professional,Y,DWAYNE  SERRANO
16696,MS.,CLAUDIA,ZENG,02-11-1965,S,F,claudia19@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N,CLAUDIA  ZENG
16697,MR.,WYATT,HENDERSON,05-03-1965,S,M,wyatt56@adventure-works.com,"$80,000 ",5,Bachelors,Professional,Y,WYATT  HENDERSON
16698,MS.,MALLORY,GILL,08-09-1964,S,F,mallory0@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N,MALLORY  GILL
16699,MR.,DOMINIC,KAPOOR,8/28/1959,M,M,dominic2@adventure-works.com,"$100,000 ",5,Bachelors,Professional,Y,DOMINIC  KAPOOR
16700,MR.,BILLY,GILL,6/21/1963,S,M,billy15@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N,BILLY  GILL
16701,MS.,LAURA,ZHENG,7/17/1963,S,F,laura25@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N,LAURA  ZHENG
16702,MRS.,PATRICIA,RAMAN,3/16/1962,M,F,patricia15@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y,PATRICIA  RAMAN
16703,MRS.,DENISE,SANCHEZ,05-05-1962,M,F,denise21@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y,DENISE  SANCHEZ
16704,MRS.,KARLA,CHAVEZ,06-02-1961,M,F,karla16@adventure-works.com,"$70,000 ",5,Partial College,Skilled Manual,Y,KARLA  CHAVEZ
16705,MRS.,JACQUELINE,WOOD,07-11-1958,M,F,jacqueline2@adventure-works.com,"$80,000 ",5,Bachelors,Professional,N,JACQUELINE  WOOD
16706,MRS.,JENNY,SHAN,05-10-1958,M,F,jenny33@adventure-works.com,"$80,000 ",5,Bachelors,Professional,Y,JENNY  SHAN
16707,MR.,DERRICK,SERRANO,04-07-1958,S,M,derrick15@adventure-works.com,"$90,000 ",2,Bachelors,Professional,Y,DERRICK  SERRANO
16708,MRS.,KELLIE,SANZ,10-11-1958,S,F,kellie17@adventure-works.com,"$90,000 ",2,Bachelors,Management,N,KELLIE  SANZ
16709,MR.,ROY,ALVAREZ,6/16/1936,M,M,roy25@adventure-works.com,"$30,000 ",2,Partial College,Clerical,N,ROY  ALVAREZ
16710,MRS.,CARLA,ARTHUR,9/15/1960,M,F,carla9@adventure-works.com,"$70,000 ",5,Partial College,Skilled Manual,Y,CARLA  ARTHUR
16711,MR.,JORGE,ZHAO,02-02-1960,M,M,jorge12@adventure-works.com,"$70,000 ",5,Partial College,Skilled Manual,Y,JORGE  ZHAO
16712,MRS.,SUZANNE,LU,10/24/1956,S,F,suzanne12@adventure-works.com,"$70,000 ",1,Partial College,Skilled Manual,N,SUZANNE  LU
16713,MR.,TONY,NARA,11-06-1953,M,M,tony19@adventure-works.com,"$40,000 ",2,Bachelors,Management,Y,TONY  NARA
16714,MR.,DALTON,NICHOLLS,08-10-1976,M,M,dalton34@adventure-works.com,"$30,000 ",0,High School,Skilled Manual,Y,DALTON  NICHOLLS
16715,MS.,KATELYN,RAMIREZ,9/21/1976,M,F,katelyn5@adventure-works.com,"$30,000 ",0,High School,Skilled Manual,Y,KATELYN  RAMIREZ
16716,MR.,JOSE,HENDERSON,02-03-1976,S,M,jose28@adventure-works.com,"$30,000 ",0,High School,Skilled Manual,N,JOSE  HENDERSON
16717,MS.,MASAKI,UMEDA,04-11-1975,M,F,masaki0@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y,MASAKI  UMEDA
16718,MR.,GAVIN,STONE,7/26/1975,S,M,gavin14@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y,GAVIN  STONE
16719,MR.,TREVOR,RUSSELL,01-11-1975,S,M,trevor20@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y,TREVOR  RUSSELL
16720,MS.,MORGAN,PERRY,11/17/1980,S,F,morgan77@adventure-works.com,"$30,000 ",0,High School,Skilled Manual,Y,MORGAN  PERRY
16721,MR.,XAVIER,SANDERS,09-03-1980,M,M,xavier69@adventure-works.com,"$30,000 ",0,High School,Skilled Manual,N,XAVIER  SANDERS
16722,MR.,SEAN,GRAY,6/27/1980,S,M,sean13@adventure-works.com,"$30,000 ",0,High School,Skilled Manual,Y,SEAN  GRAY
16723,MS.,BARBARA,ZHAO,9/14/1980,M,F,barbara20@adventure-works.com,"$30,000 ",0,High School,Skilled Manual,Y,BARBARA  ZHAO
16724,MR.,GABRIEL,YANG,5/16/1980,S,M,gabriel24@adventure-works.com,"$30,000 ",0,High School,Skilled Manual,N,GABRIEL  YANG
16725,MR.,JACOB,WILLIAMS,6/21/1980,M,M,jacob3@adventure-works.com,"$30,000 ",0,High School,Skilled Manual,Y,JACOB  WILLIAMS
16726,MR.,MIGUEL,WOOD,5/26/1979,M,M,miguel48@adventure-works.com,"$30,000 ",0,High School,Skilled Manual,Y,MIGUEL  WOOD
16727,MR.,CHARLES,JOHNSTON,11/17/1980,S,M,charles4@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,N,CHARLES  JOHNSTON
16728,MR.,COLE,MORRIS,1/21/1980,M,M,cole19@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y,COLE  MORRIS
16729,MR.,TOMMY,NARA,6/13/1937,M,M,tommy13@adventure-works.com,"$30,000 ",2,Partial College,Clerical,N,TOMMY  NARA
16730,MRS.,MARIAH,LONG,10-01-1937,M,F,mariah14@adventure-works.com,"$30,000 ",2,Partial College,Clerical,N,MARIAH  LONG
16732,MS.,NATALIE,FLORES,6/25/1978,S,F,natalie35@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,N,NATALIE  FLORES
16733,MR.,DOUGLAS,SRINI,09-06-1938,M,M,douglas12@adventure-works.com,"$40,000 ",2,Bachelors,Management,Y,DOUGLAS  SRINI
16734,MRS.,EMMA,MARTINEZ,3/23/1938,S,F,emma16@adventure-works.com,"$40,000 ",2,Bachelors,Management,Y,EMMA  MARTINEZ
16735,MS.,MELISSA,HAYES,06-06-1977,S,F,melissa18@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,N,MELISSA  HAYES
16736,MS.,KELLY,ALEXANDER,9/20/1977,S,F,kelly23@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,N,KELLY  ALEXANDER
16737,MS.,STEVEN,SELIKOFF,05-02-1979,S,F,steven3@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y,STEVEN  SELIKOFF
16738,MR.,RAMON,LU,09-03-1939,M,M,ramon11@adventure-works.com,"$30,000 ",2,Partial College,Clerical,N,RAMON  LU
16739,MR.,CORY,WEBER,6/27/1939,M,M,cory2@adventure-works.com,"$40,000 ",2,Bachelors,Management,Y,CORY  WEBER
16740,MR.,ELIJAH,LI,10/26/1940,M,M,elijah0@adventure-works.com,"$40,000 ",2,Bachelors,Management,N,ELIJAH  LI
16741,MR.,ALAN,XU,09-07-1940,M,M,alan15@adventure-works.com,"$40,000 ",2,Bachelors,Management,N,ALAN  XU
16742,MR.,MITCHELL,PAL,11-12-1940,M,M,mitchell11@adventure-works.com,"$40,000 ",2,Bachelors,Management,N,MITCHELL  PAL
16743,MRS.,ARIANA,STEWART,5/20/1942,M,F,ariana21@adventure-works.com,"$40,000 ",2,Bachelors,Management,Y,ARIANA  STEWART
16744,MRS.,LACEY,GUO,6/15/1942,M,F,lacey30@adventure-works.com,"$40,000 ",2,Bachelors,Management,Y,LACEY  GUO
16745,MRS.,KRISTA,MORENO,11/24/1942,S,F,krista7@adventure-works.com,"$60,000 ",2,Graduate Degree,Management,N,KRISTA  MORENO
16746,MS.,BRIANNA,PETERSON,11-05-1976,S,F,brianna41@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,N,BRIANNA  PETERSON
16747,MR.,ALEXANDER,DAVIS,6/14/1975,S,M,alexander7@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,N,ALEXANDER  DAVIS
16748,MR.,PATRICK,PETERSON,06-01-1975,S,M,patrick11@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y,PATRICK  PETERSON
16749,MR.,AARON,COLEMAN,05-10-1974,S,M,aaron5@adventure-works.com,"$30,000 ",0,Partial College,Skilled Manual,Y,AARON  COLEMAN
16750,MR.,SETH,SANDERS,05-11-1974,M,M,seth76@adventure-works.com,"$30,000 ",0,Partial College,Skilled Manual,Y,SETH  SANDERS
16751,MR.,AARON,SCOTT,12/13/1973,M,M,aaron45@adventure-works.com,"$60,000 ",0,Partial College,Skilled Manual,Y,AARON  SCOTT
16752,MR.,MASON,WRIGHT,2/27/1973,S,M,mason42@adventure-works.com,"$60,000 ",0,Partial College,Skilled Manual,Y,MASON  WRIGHT
16753,MS.,RACHEL,HARRIS,2/23/1972,S,F,rachel16@adventure-works.com,"$70,000 ",0,Partial College,Skilled Manual,Y,RACHEL  HARRIS
16754,MR.,ALEX,BELL,12-05-1972,S,M,alex18@adventure-works.com,"$80,000 ",0,Bachelors,Management,Y,ALEX  BELL
16755,MS.,OLIVIA,JAMES,7/26/1972,M,F,olivia43@adventure-works.com,"$80,000 ",0,Bachelors,Management,Y,OLIVIA  JAMES
16756,MR.,RICHARD,ALLEN,9/18/1968,M,M,richard18@adventure-works.com,"$80,000 ",0,Bachelors,Management,N,RICHARD  ALLEN
16757,MS.,MACKENZIE,COX,07-03-1967,M,F,mackenzie9@adventure-works.com,"$110,000 ",0,Graduate Degree,Management,Y,MACKENZIE  COX
16758,MR.,JUSTIN,PERRY,11/18/1967,M,M,justin4@adventure-works.com,"$110,000 ",0,Graduate Degree,Management,Y,JUSTIN  PERRY
16759,MS.,JASMINE,BELL,07-03-1967,M,F,jasmine26@adventure-works.com,"$110,000 ",0,Graduate Degree,Management,N,JASMINE  BELL
16760,MRS.,SYDNEY,ALEXANDER,08-11-1959,S,F,sydney41@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,N,SYDNEY  ALEXANDER
16761,MR.,ANGEL,WARD,12-12-1972,S,M,angel12@adventure-works.com,"$40,000 ",4,Partial College,Clerical,Y,ANGEL  WARD
16762,MR.,FRANKLIN,FERRIER,7/26/1972,M,M,franklin39@adventure-works.com,"$50,000 ",0,Graduate Degree,Skilled Manual,Y,FRANKLIN  FERRIER
16763,MR.,JUAN,SUAREZ,11-04-1973,M,M,juan6@adventure-works.com,"$50,000 ",0,Graduate Degree,Skilled Manual,Y,JUAN  SUAREZ
16764,MR.,THOMAS,DAVIS,5/23/1973,M,M,thomas65@adventure-works.com,"$50,000 ",0,Graduate Degree,Skilled Manual,Y,THOMAS  DAVIS
16765,MR.,DALTON,WHITE,07-07-1973,M,M,dalton12@adventure-works.com,"$50,000 ",1,Graduate Degree,Skilled Manual,Y,DALTON  WHITE
16766,MRS.,SUMMER,ARUN,08-04-1973,S,F,summer5@adventure-works.com,"$50,000 ",1,Graduate Degree,Skilled Manual,Y,SUMMER  ARUN
16767,MR.,RAFAEL,LIU,04-05-1973,M,M,rafael4@adventure-works.com,"$50,000 ",1,Graduate Degree,Skilled Manual,Y,RAFAEL  LIU
16768,MR.,EDUARDO,BARNES,07-10-1973,M,M,eduardo47@adventure-works.com,"$50,000 ",1,Graduate Degree,Skilled Manual,Y,EDUARDO  BARNES
16769,MR.,TYLER,WALKER,10/24/1971,M,M,tyler23@adventure-works.com,"$60,000 ",1,Graduate Degree,Skilled Manual,Y,TYLER  WALKER
16770,MR.,CHARLES,ROGERS,9/22/1971,M,M,charles67@adventure-works.com,"$60,000 ",1,Graduate Degree,Skilled Manual,Y,CHARLES  ROGERS
16771,MR.,IAN,WALKER,12/24/1972,M,M,ian21@adventure-works.com,"$50,000 ",1,Graduate Degree,Skilled Manual,Y,IAN  WALKER
16772,MRS.,MORGAN,PARKER,1/15/1972,M,F,morgan6@adventure-works.com,"$50,000 ",1,Graduate Degree,Skilled Manual,Y,MORGAN  PARKER
16773,MR.,DAVID,LAL,11-06-1972,M,M,david61@adventure-works.com,"$60,000 ",1,Graduate Degree,Skilled Manual,Y,DAVID  LAL
16774,MR.,EDUARDO,PERRY,02-11-1972,S,M,eduardo52@adventure-works.com,"$60,000 ",1,Graduate Degree,Skilled Manual,Y,EDUARDO  PERRY
16775,MRS.,SARAH,RUSSELL,9/17/1972,M,F,sarah44@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y,SARAH  RUSSELL
16776,MR.,DALTON,LEWIS,3/22/1970,M,M,dalton20@adventure-works.com,"$50,000 ",1,Bachelors,Skilled Manual,Y,DALTON  LEWIS
16777,MR.,CAMERON,SIMMONS,09-04-1944,M,M,cameron10@adventure-works.com,"$70,000 ",4,Bachelors,Management,Y,CAMERON  SIMMONS
16778,MR.,BLAKE,HAYES,09-03-1944,S,M,blake70@adventure-works.com,"$60,000 ",4,Graduate Degree,Management,Y,BLAKE  HAYES
16779,MRS.,MORGAN,WATSON,10/27/1944,M,F,morgan66@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y,MORGAN  WATSON
16780,MR.,CARLOS,BAILEY,9/24/1945,M,M,carlos18@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y,CARLOS  BAILEY
16781,MR.,DYLAN,CHEN,6/18/1945,M,M,dylan25@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y,DYLAN  CHEN
16782,MR.,LUCAS,CLARK,2/21/1946,M,M,lucas33@adventure-works.com,"$60,000 ",5,Bachelors,Management,Y,LUCAS  CLARK
16783,MRS.,GRACE,BARNES,12-07-1946,M,F,grace50@adventure-works.com,"$60,000 ",5,Bachelors,Management,Y,GRACE  BARNES
16784,MRS.,CHLOE,LONG,02-10-1946,M,F,chloe76@adventure-works.com,"$60,000 ",5,Bachelors,Management,Y,CHLOE  LONG
16785,MR.,CHRISTIAN,LEE,08-12-1946,M,M,christian42@adventure-works.com,"$70,000 ",3,Bachelors,Management,Y,CHRISTIAN  LEE
16786,MR.,LUCAS,REED,9/24/1946,M,M,lucas91@adventure-works.com,"$70,000 ",4,Bachelors,Management,Y,LUCAS  REED
16787,MRS.,NICOLE,JACKSON,4/26/1946,S,F,nicole12@adventure-works.com,"$70,000 ",4,Bachelors,Management,Y,NICOLE  JACKSON
16788,MR.,RONNIE,GAO,4/14/1947,M,M,ronnie13@adventure-works.com,"$60,000 ",5,Bachelors,Management,Y,RONNIE  GAO
16789,MRS.,JENNIFER,HARRIS,9/21/1947,M,F,jennifer42@adventure-works.com,"$60,000 ",5,Bachelors,Management,Y,JENNIFER  HARRIS
16790,MR.,HUNTER,LOPEZ,02-10-1947,M,M,hunter52@adventure-works.com,"$60,000 ",5,Bachelors,Management,Y,HUNTER  LOPEZ
16791,MR.,LEONARD,YUAN,05-07-1947,S,M,leonard8@adventure-works.com,"$60,000 ",5,Bachelors,Management,Y,LEONARD  YUAN
16792,MRS.,MARIA,TORRES,06-10-1947,M,F,maria16@adventure-works.com,"$60,000 ",5,Bachelors,Management,Y,MARIA  TORRES
16793,MRS.,SAVANNAH,HERNANDEZ,05-07-1947,S,F,savannah41@adventure-works.com,"$60,000 ",2,Bachelors,Management,Y,SAVANNAH  HERNANDEZ
16794,MRS.,TAYLOR,COOK,4/20/1947,M,F,taylor5@adventure-works.com,"$60,000 ",2,Bachelors,Management,Y,TAYLOR  COOK
